,danceability,energy,mode,speechiness,acousticness,instrumentalness,liveness,valence,owner
0,0.4603,0.9086000000000002,0.86,0.08048200000000003,0.019803972800000003,0.0026023911999999995,0.2307779999999999,0.5399600000000001,Stephen
