Owner,Track ID,Tracks,Artists,Albums,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Vlad,5ByAIlEEnxYdvpnezg7HTX,Juicy - 2005 Remaster,The Notorious B.I.G.,Ready to Die (The Remaster),0.889,0.816,9,-4.67,1,0.247,0.47200000000000003,0.0,0.204,0.777,96.056
Vlad,6rB9te7FuWMxFYKEWccFAQ,"Options (feat. PnB Rock, Gucci Mane & 2 Chainz)",Fabolous,Summertime Shootout 3: Coldest Summer Ever,0.674,0.563,1,-7.404,0,0.218,0.203,0.0,0.239,0.679,161.986
Vlad,0KbIwqCAHmXWu7hrszXY6j,Party We Will Throw Now!,Warren G,Party We Will Throw Now! - Single,0.934,0.562,4,-4.609,0,0.24,0.0476,1.31e-06,0.0608,0.7120000000000001,96.792
Vlad,0lOe1dR2TNkJMCjIcRuw6T,Westside Story,The Game,The Documentary,0.8759999999999999,0.647,11,-3.917,1,0.28,0.16,0.0,0.23800000000000002,0.961,86.993
Vlad,2nH5V9DKUQQvZQk1vgAGPT,Stay Down,The Game,Born 2 Rap,0.594,0.38299999999999995,0,-7.045,0,0.223,0.22,1.73e-05,0.0891,0.46299999999999997,176.197
Vlad,5880eYQmXx3c3oD22IljIt,Why We Thugs,Ice Cube,"Laugh Now, Cry Later",0.6829999999999999,0.59,1,-5.422999999999999,1,0.45799999999999996,0.326,0.0,0.14800000000000002,0.653,100.89200000000001
Vlad,0RmaKedniCyNZX0405E2KY,Home Sweet Home,Mötley Crüe,The Greatest Hits,0.401,0.737,5,-7.684,1,0.0342,0.0844,2.63e-06,0.17300000000000001,0.152,76.727
Vlad,2P884dqfjksDMSzUZksfrS,Hells Bells,AC/DC,Who Made Who,0.38299999999999995,0.887,4,-4.734,0,0.0468,0.00562,0.007790000000000001,0.141,0.282,106.811
Vlad,0G21yYKMZoHa30cYVi1iA8,Welcome To The Jungle,Guns N' Roses,Appetite For Destruction,0.45299999999999996,0.987,8,-4.485,1,0.0889,0.0195,0.28300000000000003,0.268,0.316,123.544
Vlad,4lPJoKw24HizeIcDLqaWeE,Trampled Under Foot - 2012 Remaster,Led Zeppelin,Physical Graffiti (Deluxe Edition),0.561,0.8420000000000001,2,-7.518,0,0.0566,0.239,0.41200000000000003,0.0768,0.843,111.209
Vlad,15pUq5xfLfD7NvTGt6NKGM,Grand Designs,Rush,Clockwork Angels Tour,0.26899999999999996,0.9790000000000001,2,-3.9739999999999998,1,0.0781,0.00225,0.0015,0.9790000000000001,0.29,141.05200000000002
Vlad,6Th6ND8RQPywiyelecP5Lf,What Do You Do for Money Honey,AC/DC,Back In Black,0.532,0.858,9,-5.023,1,0.0599,0.00533,2.13e-06,0.7509999999999999,0.495,125.698
Vlad,1HlGblweLq0eAwnb0NY1EQ,18 and Life,Skid Row,Best Of,0.457,0.794,1,-6.624,0,0.0298,0.000384,7.26e-05,0.131,0.354,90.439
Vlad,6eN1f9KNmiWEhpE2RhQqB5,Paradise City,Guns N' Roses,Appetite For Destruction,0.268,0.98,11,-5.957999999999999,1,0.10300000000000001,0.0192,0.007090000000000001,0.182,0.395,100.315
Vlad,0nRSoJxUMDqgwtHgUjOFnV,Slowly Burning 2019,Cristoph,Slowly Burning 2019,0.636,0.905,4,-5.149,0,0.0453,0.091,0.42200000000000004,0.105,0.35700000000000004,124.97399999999999
Vlad,2ZNAmdQfr8yDjoHJOUxFte,Nova,Yotto,Nova,0.622,0.8759999999999999,3,-8.071,1,0.0409,0.00014099999999999998,0.902,0.19,0.049,123.956
Vlad,09c49mXu0SOt4qLc9QNlme,Mysteryland,Calvin Logue,Mysteryland,0.545,0.983,2,-3.6460000000000004,1,0.0498,0.142,0.9229999999999999,0.0988,0.552,125.999
Vlad,523XDGMjH8Gbzc8V6ek5cl,Never Let You Go,SNBRN,Solé,0.752,0.662,5,-6.766,1,0.0361,0.0188,0.0935,0.212,0.371,123.99600000000001
Vlad,089tprIgsyFSOrZpugamLI,Blame,Ekali,Blame,0.624,0.68,9,-7.285,0,0.0421,0.114,6.78e-05,0.0614,0.11699999999999999,91.99799999999999
Vlad,3BOcWxFUURAomDXRSDFve4,Something Real,Armin van Buuren,Balance,0.575,0.8079999999999999,1,-4.578,1,0.0439,0.0446,0.0,0.0693,0.23199999999999998,127.92200000000001
Vlad,3BOcWxFUURAomDXRSDFve4,Something Real,Armin van Buuren,Balance,0.575,0.8079999999999999,1,-4.578,1,0.0439,0.0446,0.0,0.0693,0.23199999999999998,127.92200000000001
Vlad,3BOcWxFUURAomDXRSDFve4,Something Real,Armin van Buuren,Balance,0.575,0.8079999999999999,1,-4.578,1,0.0439,0.0446,0.0,0.0693,0.23199999999999998,127.92200000000001
Stephen,0YWUf0FuvbOvAlrOAVaH8S,Keep It Comin' Love,KC & The Sunshine Band,KC & The Sunshine Band - Part 3...And More,0.773,0.721,3,-12.574000000000002,1,0.0294,0.23199999999999998,1.6100000000000002e-05,0.0349,0.971,110.383
Stephen,34NC4w6FjY53pkMf130Kmf,Phoebe Cates,Fenix TX,Lechuza,0.248,0.985,7,-3.278,1,0.27,7.55e-05,3.09e-06,0.589,0.272,190.635
Stephen,6W0DcuZ8FqJjuX8CQwdyVS,Always Love,Nada Surf,The Weight Is a Gift,0.322,0.7609999999999999,2,-4.9910000000000005,1,0.032,0.00298,0.0,0.259,0.36,126.906
Stephen,3VZQshi4COChhXaz7cLP02,I Love It (feat. Charli XCX) - Original Version,Icona Pop,I Love It,0.7140000000000001,0.905,8,-2.6630000000000003,1,0.0289,0.00855,2.55e-05,0.146,0.838,125.927
Stephen,3hDBYE7YnUBO8Stzc4jOpr,Veronica Sawyer,Edna's Goldfish,The Elements of Transition,0.522,0.919,3,-4.8389999999999995,1,0.0883,0.0426,0.0,0.128,0.825,175.644
Stephen,4kRMsLX7bJqjIfK44qJ9h6,Hold Me,Fleetwood Mac,Greatest Hits,0.7090000000000001,0.5710000000000001,10,-13.25,1,0.039,0.247,0.013999999999999999,0.114,0.779,124.73899999999999
Stephen,0hBoe0lGBmDbGpCr1LXbSx,"Symphony No. 9 in E Minor, Op. 95, B. 178, ""From the New World"": IV. Allegro con fuoco",Antonín Dvořák,"Dvořák: Symphonie Nr. 9, 'Aus der Neuen Welt"" - Heldenlied, Op. 111",0.228,0.135,4,-17.095,0,0.0351,0.9109999999999999,0.915,0.149,0.10400000000000001,141.745
Stephen,6sIMKlDiqj0WycflgaRJiH,Mr Smiley,Mustard Plug,Masterpieces: 1991-2002,0.629,0.9490000000000001,2,-4.595,1,0.0467,0.0007639999999999999,0.001,0.0803,0.8170000000000001,91.447
Stephen,3iNXeaJNyljfM1t7z3diyL,She's Famous Now - Live,Reel Big Fish,Our Live Album Is Better Than Your Live Album,0.56,0.914,2,-5.794,1,0.054000000000000006,0.0152,1.6e-06,0.882,0.7490000000000001,97.632
Stephen,5TA8EtUpB31TUc60Jk7pIn,"Someone Saved My Life Tonight - Live From ""Midsummer Music"" At Wembley Stadium / 1975",Elton John,Captain Fantastic And The Brown Dirt Cowboy (Deluxe Edition),0.43799999999999994,0.588,8,-7.796,1,0.0293,0.22399999999999998,0.000471,0.447,0.22,138.475
Stephen,72ahyckBJfTigJCFCviVN7,Don't Bring Me Down,Electric Light Orchestra,Discovery,0.638,0.867,2,-6.468999999999999,1,0.0331,0.14400000000000002,0.000733,0.0846,0.805,115.69200000000001
Stephen,0NN32Knbyo4gM1DKY9rdzg,Do Ya,Electric Light Orchestra,A New World Record,0.494,0.5710000000000001,2,-5.862,1,0.0332,0.0394,0.000518,0.602,0.7120000000000001,124.045
Stephen,0mBkoM8r7KAQzZij5swTUL,Walking On A Dream,Empire of the Sun,Walking On A Dream,0.87,0.6990000000000001,5,-5.541,0,0.0459,0.245,6.76e-06,0.0588,0.726,126.96700000000001
Stephen,7nYvUtkQMx1v80S2FH2s9J,Regulate,Warren G,Regulate… G Funk Era,0.8490000000000001,0.521,11,-12.999,0,0.21600000000000003,0.306,1.65e-06,0.115,0.763,95.262
Stephen,1a6Jt6USVGKzbjYpcKMwPB,The Seed (2.0),The Roots,Phrenology,0.758,0.9570000000000001,7,-2.282,1,0.0357,0.039,0.0,0.133,0.966,111.119
Stephen,4CCRGZiVKshOiQhDtoZOGc,"Piano Concerto No.22 in E flat, K.482: 3. Allegro - Andante cantabile - Tempo I",Wolfgang Amadeus Mozart,"Mozart: The Piano Concertos (12 CDs, Vol.7 of 45)",0.261,0.131,3,-22.947,1,0.0439,0.9890000000000001,0.934,0.135,0.149,80.14699999999999
Stephen,3KHNMiH125wqD2I47oxmvp,"Piano Concerto No. 1 in C Minor, Op. 35: II. Lento",Dmitri Shostakovich,The Very Best of Shostakovich,0.142,0.0194,0,-26.576999999999998,1,0.0509,0.925,0.642,0.0807,0.0355,67.598
Stephen,7qKua2wPHEY51Zc7p9mGKt,Up All Night,Suburban Legends,Rump Shaker,0.54,0.966,5,-4.71,1,0.09,0.0758,0.0,0.5770000000000001,0.597,143.864
Stephen,7nemcVsXVFZF01iqpIIo2Y,It's a Long Way to the Top (If You Wanna Rock 'N' Roll),AC/DC,High Voltage,0.456,0.863,3,-3.551,1,0.0894,0.133,0.0545,0.0553,0.532,135.966
Stephen,0mBkoM8r7KAQzZij5swTUL,Walking On A Dream,Empire of the Sun,Walking On A Dream,0.87,0.6990000000000001,5,-5.541,0,0.0459,0.245,6.76e-06,0.0588,0.726,126.96700000000001
Stephen,0Jw3cPBXlGnA6DEJrZSTI0,Soul Bossa Nova,Quincy Jones,Big Band Bossa Nova,0.551,0.722,5,-9.247,0,0.0529,0.5710000000000001,0.000306,0.629,0.821,153.181
Stephen,7HXtpmFjqt4Wv6T8y5lVz3,Whatsername,Green Day,American Idiot (Deluxe),0.813,0.547,2,-5.936,1,0.0344,0.0010400000000000001,0.00335,0.0914,0.8,119.99799999999999
Stephen,1W0VswPFsN0wmfi1SLLW9q,Champagne Supernova,Royal Philharmonic Orchestra,Classic Rock (75 Orchestral Rock Anthems),0.31,0.376,2,-11.552999999999999,1,0.0313,0.28600000000000003,0.485,0.19899999999999998,0.0718,85.863
Stephen,0ccE7u6mHbB1LaSc1ZIQWm,It's A Shame About Ray - Remastered,The Lemonheads,It's A Shame About Ray (Expanded Edition),0.645,0.792,9,-8.671,1,0.0304,0.00164,0.000126,0.0799,0.705,131.388
Stephen,7aqpvd6E85MGmHSNQ0SCRZ,Don't Let Me Wait Too Long,George Harrison,Living In The Material World (Remastered),0.611,0.71,0,-10.752,1,0.0305,0.0539,4.15e-05,0.0914,0.9209999999999999,126.839
Stephen,3eMYc6FK9XvyauIaxcJtRS,Drown,The Smashing Pumpkins,(Rotten Apples) The Smashing Pumpkins Greatest Hits,0.43200000000000005,0.41700000000000004,2,-9.756,1,0.0357,0.00877,0.9229999999999999,0.107,0.187,144.02100000000002
Stephen,4YFcGTdgmEuw8xTO4XrxbB,Zero - Remastered 2012,The Smashing Pumpkins,Mellon Collie And The Infinite Sadness (Deluxe Edition),0.43799999999999994,0.73,8,-7.105,1,0.0461,3.39e-05,0.5529999999999999,0.0509,0.705,128.04
Stephen,6UEfyhyfhYQsyipxOd95Ie,The Ketchup Song (Aserejé) - Spanglish Version,Las Ketchup,Hijas del Tomate,0.607,0.9229999999999999,1,-6.777,1,0.0948,0.0193,1.1e-06,0.0924,0.868,184.81900000000002
Stephen,6UEfyhyfhYQsyipxOd95Ie,The Ketchup Song (Aserejé) - Spanglish Version,Las Ketchup,Hijas del Tomate,0.607,0.9229999999999999,1,-6.777,1,0.0948,0.0193,1.1e-06,0.0924,0.868,184.81900000000002
Stephen,2VhJ5foC2BgBSlmgj0OZyi,"Champagne Supernova [Live At Wembley Stadium, 2000]",Oasis,Familiar To Millions (Live),0.135,0.888,2,-4.633,1,0.0494,0.0034100000000000003,0.00759,0.978,0.125,81.98200000000001
Stephen,5uuJruktM9fMdN9Va0DUMl,Play That Funky Music,Wild Cherry,Wild Cherry,0.8140000000000001,0.672,9,-12.068,1,0.0619,0.0435,0.0,0.061,0.9329999999999999,109.39399999999999
Stephen,0YWUf0FuvbOvAlrOAVaH8S,Keep It Comin' Love,KC & The Sunshine Band,KC & The Sunshine Band - Part 3...And More,0.773,0.721,3,-12.574000000000002,1,0.0294,0.23199999999999998,1.6100000000000002e-05,0.0349,0.971,110.383
Stephen,5UWwZ5lm5PKu6eKsHAGxOk,Everlong,Foo Fighters,The Colour And The Shape,0.41200000000000003,0.882,11,-5.54,0,0.0369,5.96e-05,0.00031,0.0805,0.35600000000000004,158.066
Stephen,1oQt6B3nVxU3hqovbfJlEY,"You May Be Right - Live at Madison Square Garden, New York, NY - 2006",Billy Joel,12 Gardens Live,0.311,0.958,9,-5.71,1,0.102,0.273,0.0,0.9840000000000001,0.517,153.213
Stephen,7qKua2wPHEY51Zc7p9mGKt,Up All Night,Suburban Legends,Rump Shaker,0.54,0.966,5,-4.71,1,0.09,0.0758,0.0,0.5770000000000001,0.597,143.864
Stephen,2aYzMMmzEusa5DTfXfPxPm,Bright Spring Morning,Suburban Legends,Rump Shaker,0.578,0.9690000000000001,11,-3.903,1,0.0731,0.0975,0.0,0.441,0.579,99.85600000000001
Stephen,0tsgo8ibRNgUXBGEt3AVoS,Abba Zabba,Fenix TX,Lechuza,0.418,0.9840000000000001,2,-3.792,1,0.0751,0.00045599999999999997,0.0,0.384,0.268,95.206
Stephen,4Z4xFENnvMnRDPpAx5wpaO,Come on Eileen,Save Ferris,It Means Everything,0.375,0.894,2,-6.3660000000000005,1,0.0974,0.0545,0.0,0.593,0.324,115.366
Stephen,21E3m3rXhgWjQTo32scmfy,Life in Technicolor,Coldplay,Viva La Vida (Prospekt's March Edition),0.289,0.662,9,-10.482000000000001,1,0.0347,0.0102,0.9440000000000001,0.498,0.254,131.053
Stephen,3aDUSpF3LexOr1lFKvPV2h,The Bends,Radiohead,The Bends,0.28800000000000003,0.757,0,-8.065,1,0.0652,0.0117,0.14,0.363,0.311,89.694
Stephen,3yDhZq8f17SmumVmEyCaRN,Give It Up,KC & The Sunshine Band,All In a Night's Work (Expanded Version),0.862,0.624,3,-11.63,1,0.0565,0.0192,0.000153,0.0465,0.882,124.896
Stephen,2OSFREMR9mE2kiByPL3g71,Statues,Foo Fighters,"Echoes, Silence, Patience & Grace",0.602,0.485,7,-7.305,1,0.0235,0.11199999999999999,0.00462,0.138,0.35,94.04700000000001
Stephen,7aqpvd6E85MGmHSNQ0SCRZ,Don't Let Me Wait Too Long,George Harrison,Living In The Material World (Remastered),0.611,0.71,0,-10.752,1,0.0305,0.0539,4.15e-05,0.0914,0.9209999999999999,126.839
Stephen,5Q6Xzp25aXYxNJ4B6vBkcf,Luna - Remastered,The Smashing Pumpkins,Siamese Dream (Deluxe Edition),0.574,0.27399999999999997,9,-13.552999999999999,1,0.0286,0.0111,0.7859999999999999,0.12300000000000001,0.111,125.652
Stephen,1aEiCQoYAqUSlCQSJGS8oC,My Blue Heaven,The Smashing Pumpkins,Aeroplane Flies High (Deluxe Edition),0.348,0.161,3,-16.221,1,0.0332,0.965,0.47100000000000003,0.147,0.324,139.558
Stephen,1N7ywhtxzqXJQXARVQ0wUr,Jupiter's Lament,The Smashing Pumpkins,Aeroplane Flies High (Deluxe Edition),0.355,0.29600000000000004,11,-11.967,1,0.0324,0.606,0.47700000000000004,0.251,0.318,167.56599999999997
Stephen,79eKD1HxgLkqerccORhNIK,Set The Ray To Jerry,The Smashing Pumpkins,Aeroplane Flies High (Deluxe Edition),0.508,0.648,8,-9.347000000000001,1,0.0362,0.0034,0.76,0.10800000000000001,0.11,95.8
Stephen,66WcP7m4aqvw0n7I7L5a87,Architecture,Manor,Architecture,0.605,0.754,5,-6.428,0,0.0262,0.0247,0.213,0.121,0.72,104.98100000000001
Stephen,1M6aT0VOjcXPkFmjm2yBZd,The Blonde Lead the Blind,Streetlight Manifesto,Somewhere in the Between,0.573,0.873,7,-3.383,1,0.0813,0.0117,0.0009369999999999999,0.10300000000000001,0.428,137.96
Stephen,7yoHD1pvn5vssAAMImpuTy,Curtains,Elton John,Captain Fantastic And The Brown Dirt Cowboy,0.36700000000000005,0.461,10,-11.715,1,0.0279,0.0863,0.00759,0.10099999999999999,0.452,133.877
