,danceability,energy,mode,speechiness,acousticness,instrumentalness,liveness,valence,owner
0,0.6364599999999999,0.7969999999999996,0.66,0.112828,0.085743136,0.1668878834,0.20916400000000007,0.4229519999999999,Vlad
